customer_id,cluster_kmeans,cluster_name
21337,4,Promotion Lovers
21338,2,Clean & Green
21339,4,Promotion Lovers
21340,4,Promotion Lovers
21342,6,High-Value Customers
21343,7,Large Families
21344,0,Regular Cutomers
21345,4,Promotion Lovers
21346,6,High-Value Customers
21347,2,Clean & Green
21349,5,Low-Value Occasional Customers
21350,0,Regular Cutomers
21351,0,Regular Cutomers
21352,0,Regular Cutomers
21355,8,Young Karens
21356,7,Large Families
21357,0,Regular Cutomers
21358,7,Large Families
21359,2,Clean & Green
21360,5,Low-Value Occasional Customers
21363,5,Low-Value Occasional Customers
21364,6,High-Value Customers
21366,8,Young Karens
21368,2,Clean & Green
21369,2,Clean & Green
21370,4,Promotion Lovers
21371,1,Gamers
21372,7,Large Families
21373,5,Low-Value Occasional Customers
21374,5,Low-Value Occasional Customers
21375,5,Low-Value Occasional Customers
21376,5,Low-Value Occasional Customers
21379,6,High-Value Customers
21380,8,Young Karens
21381,4,Promotion Lovers
21382,4,Promotion Lovers
21383,5,Low-Value Occasional Customers
21384,6,High-Value Customers
21385,6,High-Value Customers
21386,7,Large Families
21388,0,Regular Cutomers
21389,1,Gamers
21390,6,High-Value Customers
21391,4,Promotion Lovers
21393,2,Clean & Green
21394,2,Clean & Green
21396,8,Young Karens
21397,2,Clean & Green
21398,5,Low-Value Occasional Customers
21399,4,Promotion Lovers
21401,7,Large Families
21402,0,Regular Cutomers
21403,1,Gamers
21404,5,Low-Value Occasional Customers
21405,5,Low-Value Occasional Customers
21406,5,Low-Value Occasional Customers
21407,0,Regular Cutomers
21408,0,Regular Cutomers
21409,4,Promotion Lovers
21410,6,High-Value Customers
21412,7,Large Families
21413,4,Promotion Lovers
21415,0,Regular Cutomers
21416,0,Regular Cutomers
21417,4,Promotion Lovers
21418,2,Clean & Green
21419,7,Large Families
21420,4,Promotion Lovers
21421,1,Gamers
21422,7,Large Families
21423,2,Clean & Green
21424,0,Regular Cutomers
21426,6,High-Value Customers
21427,2,Clean & Green
21428,0,Regular Cutomers
21430,2,Clean & Green
21431,8,Young Karens
21432,4,Promotion Lovers
21433,4,Promotion Lovers
21434,0,Regular Cutomers
21435,0,Regular Cutomers
21436,6,High-Value Customers
21438,0,Regular Cutomers
21441,4,Promotion Lovers
21442,1,Gamers
21443,4,Promotion Lovers
21444,2,Clean & Green
21445,8,Young Karens
21446,3,Senior Karens
21447,4,Promotion Lovers
21448,6,High-Value Customers
21449,0,Regular Cutomers
21450,0,Regular Cutomers
21451,7,Large Families
21452,7,Large Families
21453,4,Promotion Lovers
21454,5,Low-Value Occasional Customers
21455,2,Clean & Green
21456,2,Clean & Green
21457,5,Low-Value Occasional Customers
21458,1,Gamers
21460,4,Promotion Lovers
21461,4,Promotion Lovers
21462,0,Regular Cutomers
21464,0,Regular Cutomers
21465,6,High-Value Customers
21466,5,Low-Value Occasional Customers
21467,7,Large Families
21468,1,Gamers
21469,0,Regular Cutomers
21470,0,Regular Cutomers
21472,6,High-Value Customers
21473,0,Regular Cutomers
21474,4,Promotion Lovers
21475,6,High-Value Customers
21476,4,Promotion Lovers
21477,3,Senior Karens
21479,0,Regular Cutomers
21480,7,Large Families
21483,6,High-Value Customers
21486,6,High-Value Customers
21487,1,Gamers
21488,2,Clean & Green
21490,2,Clean & Green
21491,5,Low-Value Occasional Customers
21492,6,High-Value Customers
21493,3,Senior Karens
21495,6,High-Value Customers
21496,0,Regular Cutomers
21497,3,Senior Karens
21498,6,High-Value Customers
21499,7,Large Families
21500,0,Regular Cutomers
21501,6,High-Value Customers
21503,1,Gamers
21504,4,Promotion Lovers
21506,5,Low-Value Occasional Customers
21507,5,Low-Value Occasional Customers
21508,0,Regular Cutomers
21510,4,Promotion Lovers
21511,0,Regular Cutomers
21512,4,Promotion Lovers
21515,4,Promotion Lovers
21516,2,Clean & Green
21517,0,Regular Cutomers
21519,6,High-Value Customers
21520,1,Gamers
21521,8,Young Karens
21522,7,Large Families
21523,5,Low-Value Occasional Customers
21524,0,Regular Cutomers
21525,4,Promotion Lovers
21527,4,Promotion Lovers
21528,2,Clean & Green
21529,1,Gamers
21531,4,Promotion Lovers
21532,8,Young Karens
21533,1,Gamers
21534,2,Clean & Green
21535,0,Regular Cutomers
21536,6,High-Value Customers
21537,2,Clean & Green
21538,5,Low-Value Occasional Customers
21539,5,Low-Value Occasional Customers
21540,1,Gamers
21542,2,Clean & Green
21544,1,Gamers
21545,0,Regular Cutomers
21546,0,Regular Cutomers
21547,4,Promotion Lovers
21548,0,Regular Cutomers
21549,7,Large Families
21550,0,Regular Cutomers
21551,0,Regular Cutomers
21552,4,Promotion Lovers
21553,0,Regular Cutomers
21554,6,High-Value Customers
21555,6,High-Value Customers
21556,4,Promotion Lovers
21558,4,Promotion Lovers
21559,3,Senior Karens
21560,5,Low-Value Occasional Customers
21561,0,Regular Cutomers
21562,3,Senior Karens
21563,6,High-Value Customers
21564,2,Clean & Green
21565,0,Regular Cutomers
21567,4,Promotion Lovers
21568,7,Large Families
21569,4,Promotion Lovers
21571,6,High-Value Customers
21572,1,Gamers
21573,4,Promotion Lovers
21574,2,Clean & Green
21575,0,Regular Cutomers
21576,0,Regular Cutomers
21577,7,Large Families
21578,4,Promotion Lovers
21579,3,Senior Karens
21580,5,Low-Value Occasional Customers
21581,6,High-Value Customers
21582,1,Gamers
21583,0,Regular Cutomers
21584,0,Regular Cutomers
21585,4,Promotion Lovers
21586,5,Low-Value Occasional Customers
21587,1,Gamers
21588,0,Regular Cutomers
21589,8,Young Karens
21590,5,Low-Value Occasional Customers
21592,5,Low-Value Occasional Customers
21593,2,Clean & Green
21594,5,Low-Value Occasional Customers
21595,0,Regular Cutomers
21596,5,Low-Value Occasional Customers
21597,2,Clean & Green
21598,5,Low-Value Occasional Customers
21599,1,Gamers
21601,1,Gamers
21602,0,Regular Cutomers
21603,8,Young Karens
21604,7,Large Families
21606,2,Clean & Green
21607,7,Large Families
21608,8,Young Karens
21609,0,Regular Cutomers
21610,1,Gamers
21611,3,Senior Karens
21612,5,Low-Value Occasional Customers
21613,0,Regular Cutomers
21615,0,Regular Cutomers
21616,1,Gamers
21617,4,Promotion Lovers
21619,8,Young Karens
21620,0,Regular Cutomers
21622,8,Young Karens
21624,0,Regular Cutomers
21625,5,Low-Value Occasional Customers
21626,5,Low-Value Occasional Customers
21627,4,Promotion Lovers
21628,3,Senior Karens
21629,0,Regular Cutomers
21630,5,Low-Value Occasional Customers
21631,4,Promotion Lovers
21632,6,High-Value Customers
21634,1,Gamers
21635,8,Young Karens
21636,0,Regular Cutomers
21637,3,Senior Karens
21639,4,Promotion Lovers
21640,0,Regular Cutomers
21642,0,Regular Cutomers
21643,6,High-Value Customers
21644,8,Young Karens
21645,0,Regular Cutomers
21646,0,Regular Cutomers
21647,6,High-Value Customers
21648,0,Regular Cutomers
21649,0,Regular Cutomers
21650,4,Promotion Lovers
21651,6,High-Value Customers
21652,7,Large Families
21653,4,Promotion Lovers
21654,4,Promotion Lovers
21660,5,Low-Value Occasional Customers
21661,7,Large Families
21662,2,Clean & Green
21663,3,Senior Karens
21664,7,Large Families
21666,1,Gamers
21667,0,Regular Cutomers
21668,4,Promotion Lovers
21669,4,Promotion Lovers
21670,5,Low-Value Occasional Customers
21672,2,Clean & Green
21673,1,Gamers
21674,4,Promotion Lovers
21675,4,Promotion Lovers
21676,3,Senior Karens
21677,6,High-Value Customers
21678,7,Large Families
21679,6,High-Value Customers
21680,1,Gamers
21681,2,Clean & Green
21683,0,Regular Cutomers
21684,0,Regular Cutomers
21685,5,Low-Value Occasional Customers
21686,6,High-Value Customers
21687,7,Large Families
21688,4,Promotion Lovers
21689,7,Large Families
21690,5,Low-Value Occasional Customers
21691,4,Promotion Lovers
21692,0,Regular Cutomers
21693,2,Clean & Green
21694,5,Low-Value Occasional Customers
21695,0,Regular Cutomers
21696,8,Young Karens
21697,6,High-Value Customers
21698,8,Young Karens
21700,0,Regular Cutomers
21702,4,Promotion Lovers
21703,0,Regular Cutomers
21704,6,High-Value Customers
21705,0,Regular Cutomers
21706,7,Large Families
21707,6,High-Value Customers
21708,7,Large Families
21709,1,Gamers
21710,4,Promotion Lovers
21711,5,Low-Value Occasional Customers
21713,5,Low-Value Occasional Customers
21714,6,High-Value Customers
21715,0,Regular Cutomers
21716,0,Regular Cutomers
21717,2,Clean & Green
21718,0,Regular Cutomers
21719,0,Regular Cutomers
21721,7,Large Families
21722,7,Large Families
21724,4,Promotion Lovers
21725,5,Low-Value Occasional Customers
21727,0,Regular Cutomers
21728,5,Low-Value Occasional Customers
21729,6,High-Value Customers
21732,4,Promotion Lovers
21733,0,Regular Cutomers
21734,4,Promotion Lovers
21735,4,Promotion Lovers
21736,8,Young Karens
21737,4,Promotion Lovers
21738,2,Clean & Green
21740,4,Promotion Lovers
21741,1,Gamers
21742,0,Regular Cutomers
21743,1,Gamers
21744,0,Regular Cutomers
21745,0,Regular Cutomers
21746,3,Senior Karens
21747,2,Clean & Green
21748,5,Low-Value Occasional Customers
21749,0,Regular Cutomers
21750,0,Regular Cutomers
21751,7,Large Families
21752,0,Regular Cutomers
21753,0,Regular Cutomers
21755,2,Clean & Green
21756,7,Large Families
21757,5,Low-Value Occasional Customers
21758,4,Promotion Lovers
21759,6,High-Value Customers
21760,4,Promotion Lovers
21761,6,High-Value Customers
21762,0,Regular Cutomers
21763,7,Large Families
21764,5,Low-Value Occasional Customers
21765,0,Regular Cutomers
21766,4,Promotion Lovers
21768,3,Senior Karens
21769,4,Promotion Lovers
21770,0,Regular Cutomers
21771,0,Regular Cutomers
21772,6,High-Value Customers
21773,6,High-Value Customers
21774,3,Senior Karens
21775,5,Low-Value Occasional Customers
21776,1,Gamers
21777,4,Promotion Lovers
21778,0,Regular Cutomers
21779,2,Clean & Green
21780,7,Large Families
21781,2,Clean & Green
21782,7,Large Families
21783,0,Regular Cutomers
21784,0,Regular Cutomers
21786,0,Regular Cutomers
21787,0,Regular Cutomers
21788,0,Regular Cutomers
21789,0,Regular Cutomers
21790,2,Clean & Green
21791,4,Promotion Lovers
21792,5,Low-Value Occasional Customers
21793,0,Regular Cutomers
21794,1,Gamers
21795,5,Low-Value Occasional Customers
21797,4,Promotion Lovers
21798,0,Regular Cutomers
21799,2,Clean & Green
21800,7,Large Families
21801,6,High-Value Customers
21802,0,Regular Cutomers
21804,0,Regular Cutomers
21806,8,Young Karens
21807,7,Large Families
21808,8,Young Karens
21809,1,Gamers
21810,6,High-Value Customers
21811,4,Promotion Lovers
21812,6,High-Value Customers
21813,6,High-Value Customers
21814,4,Promotion Lovers
21815,0,Regular Cutomers
21816,0,Regular Cutomers
21817,2,Clean & Green
21818,3,Senior Karens
21819,6,High-Value Customers
21821,8,Young Karens
21822,7,Large Families
21823,0,Regular Cutomers
21824,7,Large Families
21825,0,Regular Cutomers
21826,5,Low-Value Occasional Customers
21828,2,Clean & Green
21829,0,Regular Cutomers
21831,4,Promotion Lovers
21832,8,Young Karens
21833,1,Gamers
21835,0,Regular Cutomers
21836,0,Regular Cutomers
21837,1,Gamers
21838,5,Low-Value Occasional Customers
21839,0,Regular Cutomers
21840,4,Promotion Lovers
21841,0,Regular Cutomers
21842,0,Regular Cutomers
21843,7,Large Families
21844,8,Young Karens
21845,0,Regular Cutomers
21849,4,Promotion Lovers
21850,7,Large Families
21851,0,Regular Cutomers
21852,0,Regular Cutomers
21853,5,Low-Value Occasional Customers
21854,6,High-Value Customers
21855,4,Promotion Lovers
21856,6,High-Value Customers
21857,0,Regular Cutomers
21858,0,Regular Cutomers
21860,6,High-Value Customers
21861,6,High-Value Customers
21862,4,Promotion Lovers
21863,0,Regular Cutomers
21864,2,Clean & Green
21867,2,Clean & Green
21868,3,Senior Karens
21870,4,Promotion Lovers
21873,0,Regular Cutomers
21874,4,Promotion Lovers
21875,2,Clean & Green
21876,0,Regular Cutomers
21877,5,Low-Value Occasional Customers
21878,7,Large Families
21880,6,High-Value Customers
21881,6,High-Value Customers
21883,4,Promotion Lovers
21884,4,Promotion Lovers
21885,4,Promotion Lovers
21886,4,Promotion Lovers
21887,7,Large Families
21889,0,Regular Cutomers
21890,2,Clean & Green
21891,2,Clean & Green
21892,3,Senior Karens
21893,6,High-Value Customers
21894,0,Regular Cutomers
21895,0,Regular Cutomers
21896,0,Regular Cutomers
21897,7,Large Families
21899,0,Regular Cutomers
21900,7,Large Families
21901,0,Regular Cutomers
21902,0,Regular Cutomers
21903,8,Young Karens
21904,1,Gamers
21905,3,Senior Karens
21907,1,Gamers
21908,2,Clean & Green
21909,7,Large Families
21910,6,High-Value Customers
21911,1,Gamers
21912,6,High-Value Customers
21914,2,Clean & Green
21915,6,High-Value Customers
21916,0,Regular Cutomers
21917,0,Regular Cutomers
21918,2,Clean & Green
21920,6,High-Value Customers
21921,5,Low-Value Occasional Customers
21923,4,Promotion Lovers
21924,4,Promotion Lovers
21926,0,Regular Cutomers
21927,4,Promotion Lovers
21929,1,Gamers
21930,0,Regular Cutomers
21933,8,Young Karens
21934,4,Promotion Lovers
21935,2,Clean & Green
21936,5,Low-Value Occasional Customers
21937,0,Regular Cutomers
21938,0,Regular Cutomers
21939,8,Young Karens
21940,0,Regular Cutomers
21941,4,Promotion Lovers
21942,1,Gamers
21943,0,Regular Cutomers
21944,8,Young Karens
21945,0,Regular Cutomers
21946,1,Gamers
21947,2,Clean & Green
21948,4,Promotion Lovers
21949,6,High-Value Customers
21950,0,Regular Cutomers
21952,6,High-Value Customers
21953,8,Young Karens
21954,0,Regular Cutomers
21955,8,Young Karens
21956,2,Clean & Green
21959,6,High-Value Customers
21960,4,Promotion Lovers
21961,4,Promotion Lovers
21962,3,Senior Karens
21963,6,High-Value Customers
21964,7,Large Families
21966,0,Regular Cutomers
21967,6,High-Value Customers
21968,5,Low-Value Occasional Customers
21970,4,Promotion Lovers
21971,0,Regular Cutomers
21972,5,Low-Value Occasional Customers
21973,0,Regular Cutomers
21974,0,Regular Cutomers
21975,6,High-Value Customers
21976,6,High-Value Customers
21977,6,High-Value Customers
21982,1,Gamers
21983,1,Gamers
21984,0,Regular Cutomers
21986,8,Young Karens
21987,1,Gamers
21988,5,Low-Value Occasional Customers
21990,6,High-Value Customers
21991,0,Regular Cutomers
21993,1,Gamers
21994,4,Promotion Lovers
21995,7,Large Families
21996,8,Young Karens
21997,3,Senior Karens
21998,4,Promotion Lovers
22000,1,Gamers
22001,4,Promotion Lovers
22002,5,Low-Value Occasional Customers
22003,0,Regular Cutomers
22004,5,Low-Value Occasional Customers
22005,2,Clean & Green
22006,5,Low-Value Occasional Customers
22007,4,Promotion Lovers
22008,4,Promotion Lovers
22009,0,Regular Cutomers
22010,5,Low-Value Occasional Customers
22011,7,Large Families
22012,2,Clean & Green
22013,7,Large Families
22014,0,Regular Cutomers
22015,3,Senior Karens
22016,0,Regular Cutomers
22017,6,High-Value Customers
22018,8,Young Karens
22019,4,Promotion Lovers
22020,6,High-Value Customers
22021,0,Regular Cutomers
22023,1,Gamers
22027,1,Gamers
22029,0,Regular Cutomers
22031,5,Low-Value Occasional Customers
22032,4,Promotion Lovers
22034,3,Senior Karens
22035,0,Regular Cutomers
22036,0,Regular Cutomers
22037,0,Regular Cutomers
22038,7,Large Families
22039,7,Large Families
22040,0,Regular Cutomers
22041,0,Regular Cutomers
22042,2,Clean & Green
22043,5,Low-Value Occasional Customers
22044,4,Promotion Lovers
22045,1,Gamers
22046,6,High-Value Customers
22047,0,Regular Cutomers
22048,5,Low-Value Occasional Customers
22049,6,High-Value Customers
22051,5,Low-Value Occasional Customers
22052,7,Large Families
22053,4,Promotion Lovers
22054,0,Regular Cutomers
22055,5,Low-Value Occasional Customers
22056,4,Promotion Lovers
22057,5,Low-Value Occasional Customers
22058,4,Promotion Lovers
22059,4,Promotion Lovers
22060,1,Gamers
22062,6,High-Value Customers
22063,7,Large Families
22064,0,Regular Cutomers
22065,4,Promotion Lovers
22066,8,Young Karens
22067,2,Clean & Green
22070,5,Low-Value Occasional Customers
22071,6,High-Value Customers
22072,4,Promotion Lovers
22073,5,Low-Value Occasional Customers
22074,7,Large Families
22075,0,Regular Cutomers
22076,5,Low-Value Occasional Customers
22077,4,Promotion Lovers
22078,5,Low-Value Occasional Customers
22080,2,Clean & Green
22081,0,Regular Cutomers
22082,4,Promotion Lovers
22083,1,Gamers
22086,5,Low-Value Occasional Customers
22087,0,Regular Cutomers
22088,2,Clean & Green
22089,5,Low-Value Occasional Customers
22090,7,Large Families
22091,1,Gamers
22092,7,Large Families
22093,6,High-Value Customers
22095,2,Clean & Green
22096,2,Clean & Green
22098,8,Young Karens
22099,6,High-Value Customers
22100,0,Regular Cutomers
22101,6,High-Value Customers
22102,5,Low-Value Occasional Customers
22106,0,Regular Cutomers
22107,6,High-Value Customers
22108,5,Low-Value Occasional Customers
22109,7,Large Families
22110,0,Regular Cutomers
22111,5,Low-Value Occasional Customers
22112,8,Young Karens
22114,4,Promotion Lovers
22116,5,Low-Value Occasional Customers
22117,5,Low-Value Occasional Customers
22118,6,High-Value Customers
22119,7,Large Families
22121,2,Clean & Green
22122,5,Low-Value Occasional Customers
22125,8,Young Karens
22126,7,Large Families
22127,4,Promotion Lovers
22128,1,Gamers
22129,1,Gamers
22131,5,Low-Value Occasional Customers
22132,0,Regular Cutomers
22133,6,High-Value Customers
22134,0,Regular Cutomers
22135,4,Promotion Lovers
22136,0,Regular Cutomers
22137,6,High-Value Customers
22138,0,Regular Cutomers
22140,2,Clean & Green
22141,0,Regular Cutomers
22142,0,Regular Cutomers
22143,4,Promotion Lovers
22144,5,Low-Value Occasional Customers
22145,7,Large Families
22149,2,Clean & Green
22150,0,Regular Cutomers
22151,4,Promotion Lovers
22152,4,Promotion Lovers
22153,2,Clean & Green
22154,6,High-Value Customers
22156,1,Gamers
22157,1,Gamers
22158,2,Clean & Green
22159,0,Regular Cutomers
22160,8,Young Karens
22161,5,Low-Value Occasional Customers
22162,1,Gamers
22163,1,Gamers
22164,1,Gamers
22165,0,Regular Cutomers
22166,4,Promotion Lovers
22168,4,Promotion Lovers
22171,8,Young Karens
22172,5,Low-Value Occasional Customers
22173,2,Clean & Green
22176,4,Promotion Lovers
22177,8,Young Karens
22179,8,Young Karens
22180,6,High-Value Customers
22181,4,Promotion Lovers
22182,8,Young Karens
22183,3,Senior Karens
22184,2,Clean & Green
22185,0,Regular Cutomers
22188,6,High-Value Customers
22190,0,Regular Cutomers
22192,8,Young Karens
22193,6,High-Value Customers
22194,7,Large Families
22196,0,Regular Cutomers
22197,5,Low-Value Occasional Customers
22198,7,Large Families
22199,1,Gamers
22200,2,Clean & Green
22202,5,Low-Value Occasional Customers
22203,3,Senior Karens
22204,0,Regular Cutomers
22205,1,Gamers
22206,4,Promotion Lovers
22207,6,High-Value Customers
22208,5,Low-Value Occasional Customers
22209,1,Gamers
22210,2,Clean & Green
22211,5,Low-Value Occasional Customers
22212,8,Young Karens
22213,2,Clean & Green
22215,4,Promotion Lovers
22216,6,High-Value Customers
22217,5,Low-Value Occasional Customers
22218,4,Promotion Lovers
22219,1,Gamers
22220,1,Gamers
22221,4,Promotion Lovers
22222,4,Promotion Lovers
22223,0,Regular Cutomers
22224,4,Promotion Lovers
22225,4,Promotion Lovers
22227,0,Regular Cutomers
22228,0,Regular Cutomers
22229,0,Regular Cutomers
22230,0,Regular Cutomers
22231,5,Low-Value Occasional Customers
22232,2,Clean & Green
22235,5,Low-Value Occasional Customers
22236,2,Clean & Green
22237,3,Senior Karens
22238,8,Young Karens
22240,4,Promotion Lovers
22241,1,Gamers
22242,2,Clean & Green
22243,1,Gamers
22244,1,Gamers
22245,6,High-Value Customers
22248,2,Clean & Green
22249,1,Gamers
22250,3,Senior Karens
22251,7,Large Families
22254,4,Promotion Lovers
22255,6,High-Value Customers
22257,1,Gamers
22258,2,Clean & Green
22259,5,Low-Value Occasional Customers
22260,5,Low-Value Occasional Customers
22261,0,Regular Cutomers
22263,4,Promotion Lovers
22264,0,Regular Cutomers
22265,5,Low-Value Occasional Customers
22266,2,Clean & Green
22267,4,Promotion Lovers
22268,5,Low-Value Occasional Customers
22269,0,Regular Cutomers
22270,8,Young Karens
22271,2,Clean & Green
22273,7,Large Families
22274,4,Promotion Lovers
22275,7,Large Families
22276,1,Gamers
22277,4,Promotion Lovers
22278,0,Regular Cutomers
22279,2,Clean & Green
22280,0,Regular Cutomers
22281,4,Promotion Lovers
22282,0,Regular Cutomers
22284,0,Regular Cutomers
22285,1,Gamers
22288,2,Clean & Green
22289,5,Low-Value Occasional Customers
22290,1,Gamers
22291,4,Promotion Lovers
22293,2,Clean & Green
22294,6,High-Value Customers
22296,0,Regular Cutomers
22297,7,Large Families
22298,6,High-Value Customers
22300,3,Senior Karens
22301,1,Gamers
22302,6,High-Value Customers
22303,8,Young Karens
22304,0,Regular Cutomers
22305,4,Promotion Lovers
22307,4,Promotion Lovers
22308,1,Gamers
22309,0,Regular Cutomers
22310,4,Promotion Lovers
22313,0,Regular Cutomers
22314,0,Regular Cutomers
22315,0,Regular Cutomers
22316,2,Clean & Green
22318,2,Clean & Green
22320,3,Senior Karens
22322,8,Young Karens
22323,6,High-Value Customers
22324,5,Low-Value Occasional Customers
22326,0,Regular Cutomers
22327,4,Promotion Lovers
22328,5,Low-Value Occasional Customers
22329,7,Large Families
22330,4,Promotion Lovers
22331,4,Promotion Lovers
22332,5,Low-Value Occasional Customers
22333,5,Low-Value Occasional Customers
22334,4,Promotion Lovers
22335,4,Promotion Lovers
22337,0,Regular Cutomers
22338,0,Regular Cutomers
22339,6,High-Value Customers
22340,7,Large Families
22341,0,Regular Cutomers
22342,4,Promotion Lovers
22343,7,Large Families
22344,6,High-Value Customers
22345,0,Regular Cutomers
22348,0,Regular Cutomers
22350,2,Clean & Green
22351,6,High-Value Customers
22352,6,High-Value Customers
22353,1,Gamers
22354,4,Promotion Lovers
22355,1,Gamers
22356,4,Promotion Lovers
22357,4,Promotion Lovers
22358,0,Regular Cutomers
22360,6,High-Value Customers
22361,5,Low-Value Occasional Customers
22362,2,Clean & Green
22363,2,Clean & Green
22364,6,High-Value Customers
22365,3,Senior Karens
22366,3,Senior Karens
22367,5,Low-Value Occasional Customers
22368,1,Gamers
22369,5,Low-Value Occasional Customers
22371,1,Gamers
22372,3,Senior Karens
22373,5,Low-Value Occasional Customers
22374,4,Promotion Lovers
22376,7,Large Families
22377,4,Promotion Lovers
22378,2,Clean & Green
22379,0,Regular Cutomers
22380,8,Young Karens
22381,8,Young Karens
22382,7,Large Families
22383,4,Promotion Lovers
22384,2,Clean & Green
22386,1,Gamers
22387,7,Large Families
22388,4,Promotion Lovers
22389,4,Promotion Lovers
22390,6,High-Value Customers
22391,0,Regular Cutomers
22393,4,Promotion Lovers
22394,4,Promotion Lovers
22395,7,Large Families
22396,2,Clean & Green
22398,0,Regular Cutomers
22399,0,Regular Cutomers
22400,5,Low-Value Occasional Customers
22401,3,Senior Karens
22402,8,Young Karens
22403,5,Low-Value Occasional Customers
22404,6,High-Value Customers
22405,0,Regular Cutomers
22406,0,Regular Cutomers
22408,0,Regular Cutomers
22409,0,Regular Cutomers
22410,8,Young Karens
22411,4,Promotion Lovers
22413,0,Regular Cutomers
22414,1,Gamers
22416,4,Promotion Lovers
22417,5,Low-Value Occasional Customers
22418,7,Large Families
22419,8,Young Karens
22420,4,Promotion Lovers
22421,4,Promotion Lovers
22422,0,Regular Cutomers
22424,0,Regular Cutomers
22425,2,Clean & Green
22426,4,Promotion Lovers
22427,0,Regular Cutomers
22428,4,Promotion Lovers
22429,5,Low-Value Occasional Customers
22432,5,Low-Value Occasional Customers
22434,5,Low-Value Occasional Customers
22435,7,Large Families
22436,5,Low-Value Occasional Customers
22438,5,Low-Value Occasional Customers
22439,6,High-Value Customers
22440,4,Promotion Lovers
22441,1,Gamers
22442,0,Regular Cutomers
22443,2,Clean & Green
22444,0,Regular Cutomers
22445,4,Promotion Lovers
22446,7,Large Families
22447,7,Large Families
22448,5,Low-Value Occasional Customers
22449,3,Senior Karens
22450,2,Clean & Green
22451,1,Gamers
22452,6,High-Value Customers
22453,0,Regular Cutomers
22454,1,Gamers
22455,0,Regular Cutomers
22456,0,Regular Cutomers
22458,2,Clean & Green
22459,6,High-Value Customers
22460,8,Young Karens
22461,5,Low-Value Occasional Customers
22462,3,Senior Karens
22463,2,Clean & Green
22464,6,High-Value Customers
22467,3,Senior Karens
22468,8,Young Karens
22472,8,Young Karens
22473,8,Young Karens
22474,7,Large Families
22475,0,Regular Cutomers
22476,4,Promotion Lovers
22477,5,Low-Value Occasional Customers
22478,8,Young Karens
22479,4,Promotion Lovers
22480,4,Promotion Lovers
22481,0,Regular Cutomers
22483,3,Senior Karens
22487,3,Senior Karens
22488,4,Promotion Lovers
22489,4,Promotion Lovers
22490,6,High-Value Customers
22491,1,Gamers
22492,5,Low-Value Occasional Customers
22494,7,Large Families
22495,0,Regular Cutomers
22496,7,Large Families
22498,0,Regular Cutomers
22499,6,High-Value Customers
22500,8,Young Karens
22501,0,Regular Cutomers
22502,6,High-Value Customers
22503,5,Low-Value Occasional Customers
22504,8,Young Karens
22505,2,Clean & Green
22506,0,Regular Cutomers
22507,0,Regular Cutomers
22508,6,High-Value Customers
22509,7,Large Families
22510,4,Promotion Lovers
22511,7,Large Families
22512,4,Promotion Lovers
22513,8,Young Karens
22514,4,Promotion Lovers
22515,1,Gamers
22516,4,Promotion Lovers
22517,4,Promotion Lovers
22520,2,Clean & Green
22524,4,Promotion Lovers
22525,5,Low-Value Occasional Customers
22526,5,Low-Value Occasional Customers
22527,8,Young Karens
22528,0,Regular Cutomers
22529,0,Regular Cutomers
22530,3,Senior Karens
22531,4,Promotion Lovers
22532,6,High-Value Customers
22534,2,Clean & Green
22536,4,Promotion Lovers
22537,0,Regular Cutomers
22538,7,Large Families
22539,6,High-Value Customers
22542,0,Regular Cutomers
22543,0,Regular Cutomers
22544,0,Regular Cutomers
22547,2,Clean & Green
22548,8,Young Karens
22549,6,High-Value Customers
22550,0,Regular Cutomers
22551,0,Regular Cutomers
22553,2,Clean & Green
22554,4,Promotion Lovers
22555,8,Young Karens
22556,0,Regular Cutomers
22557,5,Low-Value Occasional Customers
22558,4,Promotion Lovers
22559,0,Regular Cutomers
22560,0,Regular Cutomers
22561,2,Clean & Green
22562,5,Low-Value Occasional Customers
22563,1,Gamers
22564,5,Low-Value Occasional Customers
22566,3,Senior Karens
22567,0,Regular Cutomers
22569,2,Clean & Green
22570,0,Regular Cutomers
22571,4,Promotion Lovers
22572,3,Senior Karens
22573,3,Senior Karens
22574,5,Low-Value Occasional Customers
22575,5,Low-Value Occasional Customers
22576,2,Clean & Green
22578,7,Large Families
22580,4,Promotion Lovers
22581,4,Promotion Lovers
22582,5,Low-Value Occasional Customers
22583,4,Promotion Lovers
22584,7,Large Families
22585,4,Promotion Lovers
22587,0,Regular Cutomers
22588,1,Gamers
22590,4,Promotion Lovers
22591,4,Promotion Lovers
22592,4,Promotion Lovers
22593,5,Low-Value Occasional Customers
22594,5,Low-Value Occasional Customers
22595,5,Low-Value Occasional Customers
22596,8,Young Karens
22598,7,Large Families
22599,1,Gamers
22601,8,Young Karens
22602,5,Low-Value Occasional Customers
22603,1,Gamers
22604,0,Regular Cutomers
22605,4,Promotion Lovers
22606,2,Clean & Green
22607,6,High-Value Customers
22608,0,Regular Cutomers
22609,6,High-Value Customers
22610,5,Low-Value Occasional Customers
22611,0,Regular Cutomers
22612,7,Large Families
22613,4,Promotion Lovers
22614,4,Promotion Lovers
22615,4,Promotion Lovers
22616,1,Gamers
22617,0,Regular Cutomers
22618,6,High-Value Customers
22619,8,Young Karens
22620,0,Regular Cutomers
22621,5,Low-Value Occasional Customers
22622,0,Regular Cutomers
