customer_id,cluster_kmeans_lifetime,cluster_name
16409,4,Karens junior
16412,1,Promotion seeker
16413,4,Karens junior
16414,7,Meetfish
16415,1,Promotion seeker
16418,4,Karens junior
16420,3,Average customer
16424,2,Karens
16426,2,Karens
16428,2,Karens
16429,2,Karens
16430,1,Promotion seeker
16431,4,Karens junior
16432,1,Promotion seeker
16433,5,Large Families
16434,8,
16436,0,Green screen
16437,2,Karens
16439,7,Meetfish
16441,0,Green screen
16442,0,Green screen
16443,2,Karens
16444,3,Average customer
16446,5,Large Families
16447,3,Average customer
16448,5,Large Families
16449,0,Green screen
16451,0,Green screen
16452,2,Karens
16453,0,Green screen
16454,0,Green screen
16455,0,Green screen
16456,2,Karens
16457,2,Karens
16459,0,Green screen
16461,1,Promotion seeker
16462,4,Karens junior
16463,4,Karens junior
16464,6,Clean and green
16465,0,Green screen
16467,3,Average customer
16468,0,Green screen
16469,1,Promotion seeker
16470,7,Meetfish
16471,4,Karens junior
16472,1,Promotion seeker
16473,0,Green screen
16474,0,Green screen
16475,4,Karens junior
16476,3,Average customer
16477,0,Green screen
16478,6,Clean and green
16480,1,Promotion seeker
16481,6,Clean and green
16482,7,Meetfish
16483,3,Average customer
16484,0,Green screen
16485,7,Meetfish
16486,4,Karens junior
16487,2,Karens
16488,0,Green screen
16489,7,Meetfish
16490,5,Large Families
16491,4,Karens junior
16492,5,Large Families
16493,1,Promotion seeker
16494,3,Average customer
16495,7,Meetfish
16496,5,Large Families
16497,0,Green screen
16498,4,Karens junior
16499,5,Large Families
16501,1,Promotion seeker
16502,0,Green screen
16503,7,Meetfish
16504,3,Average customer
16505,0,Green screen
16507,0,Green screen
16508,4,Karens junior
16509,4,Karens junior
16510,3,Average customer
16512,7,Meetfish
16513,4,Karens junior
16514,5,Large Families
16515,5,Large Families
16516,3,Average customer
16517,4,Karens junior
16518,4,Karens junior
16519,5,Large Families
16520,1,Promotion seeker
16521,4,Karens junior
16522,1,Promotion seeker
16523,5,Large Families
16524,6,Clean and green
16525,7,Meetfish
16527,6,Clean and green
16528,0,Green screen
16529,4,Karens junior
16530,4,Karens junior
16531,2,Karens
16532,2,Karens
16533,7,Meetfish
16534,7,Meetfish
16536,4,Karens junior
16538,2,Karens
16539,2,Karens
16540,6,Clean and green
16541,0,Green screen
16542,1,Promotion seeker
16543,4,Karens junior
16544,7,Meetfish
16545,5,Large Families
16547,6,Clean and green
16548,0,Green screen
16549,3,Average customer
16551,3,Average customer
16553,3,Average customer
16554,7,Meetfish
16556,0,Green screen
16557,5,Large Families
16558,5,Large Families
16559,3,Average customer
16561,7,Meetfish
16563,4,Karens junior
16564,1,Promotion seeker
16566,4,Karens junior
16568,5,Large Families
16569,7,Meetfish
16571,0,Green screen
16572,2,Karens
16573,1,Promotion seeker
16575,0,Green screen
16576,0,Green screen
16578,4,Karens junior
16579,2,Karens
16581,6,Clean and green
16582,0,Green screen
16583,7,Meetfish
16584,1,Promotion seeker
16585,4,Karens junior
16586,0,Green screen
16587,1,Promotion seeker
16588,6,Clean and green
16589,0,Green screen
16591,1,Promotion seeker
16593,5,Large Families
16594,7,Meetfish
16595,1,Promotion seeker
16596,2,Karens
16597,7,Meetfish
16598,0,Green screen
16599,1,Promotion seeker
16600,0,Green screen
16601,0,Green screen
16602,4,Karens junior
16603,5,Large Families
16604,2,Karens
16606,0,Green screen
16607,1,Promotion seeker
16608,3,Average customer
16609,4,Karens junior
16610,2,Karens
16612,1,Promotion seeker
16615,4,Karens junior
16616,7,Meetfish
16617,8,
16618,0,Green screen
16619,1,Promotion seeker
16620,8,
16621,2,Karens
16622,4,Karens junior
16623,0,Green screen
16625,3,Average customer
16626,5,Large Families
16627,6,Clean and green
16628,0,Green screen
16629,0,Green screen
16630,4,Karens junior
16632,3,Average customer
16633,5,Large Families
16634,4,Karens junior
16635,1,Promotion seeker
16636,0,Green screen
16637,7,Meetfish
16638,5,Large Families
16639,0,Green screen
16640,4,Karens junior
16641,3,Average customer
16642,0,Green screen
16643,0,Green screen
16644,4,Karens junior
16645,2,Karens
16646,2,Karens
16648,5,Large Families
16650,7,Meetfish
16652,3,Average customer
16653,8,
16654,2,Karens
16655,0,Green screen
16656,4,Karens junior
16657,4,Karens junior
16658,5,Large Families
16659,2,Karens
16660,1,Promotion seeker
16662,1,Promotion seeker
16664,6,Clean and green
16665,6,Clean and green
16666,3,Average customer
16667,3,Average customer
16669,0,Green screen
16670,4,Karens junior
16671,6,Clean and green
16672,1,Promotion seeker
16673,0,Green screen
16675,5,Large Families
16677,5,Large Families
16678,6,Clean and green
16680,6,Clean and green
16681,6,Clean and green
16682,5,Large Families
16683,4,Karens junior
16684,6,Clean and green
16685,6,Clean and green
16686,6,Clean and green
16687,0,Green screen
16688,6,Clean and green
16690,1,Promotion seeker
16691,1,Promotion seeker
16692,6,Clean and green
16693,0,Green screen
16697,5,Large Families
16699,4,Karens junior
16700,7,Meetfish
16701,5,Large Families
16702,7,Meetfish
16703,4,Karens junior
16705,0,Green screen
16706,0,Green screen
16707,4,Karens junior
16708,7,Meetfish
16709,2,Karens
16710,7,Meetfish
16711,6,Clean and green
16712,6,Clean and green
16713,4,Karens junior
16715,0,Green screen
16716,0,Green screen
16717,2,Karens
16718,1,Promotion seeker
16719,2,Karens
16720,0,Green screen
16723,1,Promotion seeker
16724,0,Green screen
16725,7,Meetfish
16726,1,Promotion seeker
16728,3,Average customer
16729,6,Clean and green
16730,1,Promotion seeker
16731,6,Clean and green
16732,0,Green screen
16733,2,Karens
16734,5,Large Families
16736,2,Karens
16737,5,Large Families
16738,0,Green screen
16740,4,Karens junior
16742,3,Average customer
16743,6,Clean and green
16744,4,Karens junior
16745,6,Clean and green
16746,5,Large Families
16747,2,Karens
16748,5,Large Families
16749,1,Promotion seeker
16750,5,Large Families
16751,7,Meetfish
16752,7,Meetfish
16753,0,Green screen
16754,2,Karens
16755,0,Green screen
16758,3,Average customer
16759,3,Average customer
16760,0,Green screen
16761,5,Large Families
16762,5,Large Families
16764,6,Clean and green
16765,5,Large Families
16768,4,Karens junior
16769,0,Green screen
16770,4,Karens junior
16771,0,Green screen
16772,2,Karens
16773,8,
16774,6,Clean and green
16775,0,Green screen
16777,6,Clean and green
16778,5,Large Families
16780,6,Clean and green
16781,2,Karens
16782,1,Promotion seeker
16783,2,Karens
16786,5,Large Families
16787,7,Meetfish
16788,2,Karens
16789,1,Promotion seeker
16791,2,Karens
16792,6,Clean and green
16793,7,Meetfish
16795,4,Karens junior
16796,1,Promotion seeker
16797,7,Meetfish
16798,4,Karens junior
16799,2,Karens
16800,1,Promotion seeker
16801,0,Green screen
16803,4,Karens junior
16804,6,Clean and green
16805,0,Green screen
16806,0,Green screen
16807,2,Karens
16808,4,Karens junior
16810,1,Promotion seeker
16811,1,Promotion seeker
16812,6,Clean and green
16813,0,Green screen
16814,4,Karens junior
16815,0,Green screen
16816,0,Green screen
16817,4,Karens junior
16818,6,Clean and green
16819,1,Promotion seeker
16821,1,Promotion seeker
16823,7,Meetfish
16824,4,Karens junior
16826,3,Average customer
16827,0,Green screen
16828,7,Meetfish
16829,7,Meetfish
16830,8,
16831,4,Karens junior
16832,2,Karens
16833,3,Average customer
16834,5,Large Families
16835,4,Karens junior
16836,1,Promotion seeker
16837,2,Karens
16838,6,Clean and green
16839,6,Clean and green
16840,0,Green screen
16841,4,Karens junior
16842,1,Promotion seeker
16844,0,Green screen
16846,3,Average customer
16847,0,Green screen
16848,5,Large Families
16849,1,Promotion seeker
16850,4,Karens junior
16851,0,Green screen
16852,7,Meetfish
16853,4,Karens junior
16854,0,Green screen
16856,6,Clean and green
16857,2,Karens
16859,4,Karens junior
16862,4,Karens junior
16863,5,Large Families
16864,7,Meetfish
16865,7,Meetfish
16866,4,Karens junior
16868,8,
16869,7,Meetfish
16871,6,Clean and green
16872,2,Karens
16873,4,Karens junior
16874,5,Large Families
16875,7,Meetfish
16876,7,Meetfish
16877,3,Average customer
16878,1,Promotion seeker
16879,6,Clean and green
16880,4,Karens junior
16881,3,Average customer
16882,1,Promotion seeker
16884,5,Large Families
16885,0,Green screen
16886,8,
16888,6,Clean and green
16889,7,Meetfish
16890,4,Karens junior
16891,0,Green screen
16892,3,Average customer
16893,6,Clean and green
16894,0,Green screen
16895,2,Karens
16896,7,Meetfish
16897,5,Large Families
16898,0,Green screen
16899,6,Clean and green
16900,4,Karens junior
16901,8,
16902,1,Promotion seeker
16903,6,Clean and green
16904,4,Karens junior
16905,2,Karens
16906,4,Karens junior
16907,3,Average customer
16909,1,Promotion seeker
16910,5,Large Families
16911,0,Green screen
16912,7,Meetfish
16913,7,Meetfish
16914,0,Green screen
16915,4,Karens junior
16916,2,Karens
16917,7,Meetfish
16920,0,Green screen
16921,7,Meetfish
16922,7,Meetfish
16923,7,Meetfish
16925,7,Meetfish
16926,2,Karens
16927,1,Promotion seeker
16928,8,
16929,3,Average customer
16930,7,Meetfish
16931,0,Green screen
16932,2,Karens
16933,7,Meetfish
16934,4,Karens junior
16935,6,Clean and green
16936,2,Karens
16937,6,Clean and green
16938,2,Karens
16939,1,Promotion seeker
16940,4,Karens junior
16941,4,Karens junior
16942,5,Large Families
16943,0,Green screen
16944,5,Large Families
16945,6,Clean and green
16946,7,Meetfish
16947,0,Green screen
16948,0,Green screen
16949,1,Promotion seeker
16950,3,Average customer
16951,6,Clean and green
16952,1,Promotion seeker
16953,0,Green screen
16954,8,
16956,0,Green screen
16957,6,Clean and green
16958,5,Large Families
16959,0,Green screen
16960,4,Karens junior
16962,1,Promotion seeker
16963,0,Green screen
16964,1,Promotion seeker
16965,8,
16967,2,Karens
16968,7,Meetfish
16969,5,Large Families
16970,4,Karens junior
16971,2,Karens
16972,3,Average customer
16973,1,Promotion seeker
16974,5,Large Families
16975,4,Karens junior
16976,3,Average customer
16977,4,Karens junior
16978,2,Karens
16979,8,
16980,1,Promotion seeker
16982,7,Meetfish
16983,6,Clean and green
16984,4,Karens junior
16985,6,Clean and green
16986,1,Promotion seeker
16987,7,Meetfish
16988,5,Large Families
16989,4,Karens junior
16990,7,Meetfish
16991,7,Meetfish
16992,2,Karens
16993,0,Green screen
16994,1,Promotion seeker
16996,2,Karens
16997,4,Karens junior
16998,6,Clean and green
16999,0,Green screen
17000,3,Average customer
17001,1,Promotion seeker
17002,3,Average customer
17003,1,Promotion seeker
17004,2,Karens
17006,7,Meetfish
17007,2,Karens
17008,4,Karens junior
17009,7,Meetfish
17010,2,Karens
17011,7,Meetfish
17012,0,Green screen
17013,0,Green screen
17014,7,Meetfish
17015,4,Karens junior
17016,6,Clean and green
17017,2,Karens
17018,6,Clean and green
17019,0,Green screen
17020,2,Karens
17022,2,Karens
17023,4,Karens junior
17024,6,Clean and green
17025,1,Promotion seeker
17026,4,Karens junior
17028,3,Average customer
17030,0,Green screen
17031,0,Green screen
17032,3,Average customer
17033,4,Karens junior
17034,5,Large Families
17035,7,Meetfish
17037,0,Green screen
17038,7,Meetfish
17040,3,Average customer
17041,2,Karens
17042,2,Karens
17043,7,Meetfish
17044,0,Green screen
17045,7,Meetfish
17046,2,Karens
17047,0,Green screen
17048,4,Karens junior
17049,4,Karens junior
17050,6,Clean and green
17051,0,Green screen
17052,0,Green screen
17053,5,Large Families
17055,0,Green screen
17058,1,Promotion seeker
17059,7,Meetfish
17060,2,Karens
17061,4,Karens junior
17062,7,Meetfish
17063,7,Meetfish
17064,5,Large Families
17065,8,
17066,1,Promotion seeker
17067,6,Clean and green
17068,0,Green screen
17069,0,Green screen
17070,4,Karens junior
17072,1,Promotion seeker
17073,4,Karens junior
17074,5,Large Families
17075,0,Green screen
17076,1,Promotion seeker
17078,4,Karens junior
17079,1,Promotion seeker
17080,1,Promotion seeker
17083,6,Clean and green
17084,4,Karens junior
17086,0,Green screen
17087,6,Clean and green
17088,5,Large Families
17089,7,Meetfish
17090,6,Clean and green
17091,0,Green screen
17092,4,Karens junior
17093,4,Karens junior
17094,1,Promotion seeker
17095,4,Karens junior
17096,6,Clean and green
17097,4,Karens junior
17098,7,Meetfish
17099,4,Karens junior
17100,7,Meetfish
17101,3,Average customer
17103,2,Karens
17104,2,Karens
17105,1,Promotion seeker
17107,0,Green screen
17108,4,Karens junior
17109,0,Green screen
17110,5,Large Families
17111,4,Karens junior
17112,3,Average customer
17113,5,Large Families
17114,0,Green screen
17115,6,Clean and green
17116,0,Green screen
17117,1,Promotion seeker
17118,5,Large Families
17119,2,Karens
17120,6,Clean and green
17121,4,Karens junior
17122,8,
17123,0,Green screen
17125,5,Large Families
17127,6,Clean and green
17129,2,Karens
17130,7,Meetfish
17131,7,Meetfish
17132,0,Green screen
17133,4,Karens junior
17134,3,Average customer
17135,0,Green screen
17137,7,Meetfish
17138,1,Promotion seeker
17140,7,Meetfish
17141,4,Karens junior
17142,0,Green screen
17143,5,Large Families
17145,2,Karens
17146,2,Karens
17147,7,Meetfish
17148,6,Clean and green
17149,2,Karens
17150,7,Meetfish
17151,3,Average customer
17152,0,Green screen
17153,2,Karens
17154,1,Promotion seeker
17155,1,Promotion seeker
17156,2,Karens
17158,0,Green screen
17159,0,Green screen
17160,5,Large Families
17161,4,Karens junior
17162,7,Meetfish
17163,2,Karens
17165,0,Green screen
17166,6,Clean and green
17167,5,Large Families
17169,4,Karens junior
17170,4,Karens junior
17171,4,Karens junior
17172,2,Karens
17173,0,Green screen
17174,2,Karens
17175,3,Average customer
17179,4,Karens junior
17180,6,Clean and green
17183,4,Karens junior
17184,2,Karens
17185,2,Karens
17186,1,Promotion seeker
17187,5,Large Families
17188,0,Green screen
17189,1,Promotion seeker
17191,2,Karens
17192,0,Green screen
17193,4,Karens junior
17194,5,Large Families
17195,0,Green screen
17196,6,Clean and green
17197,3,Average customer
17198,6,Clean and green
17199,4,Karens junior
17200,4,Karens junior
17201,7,Meetfish
17202,0,Green screen
17203,0,Green screen
17204,4,Karens junior
17205,0,Green screen
17208,0,Green screen
17209,1,Promotion seeker
17210,2,Karens
17211,3,Average customer
17212,1,Promotion seeker
17214,7,Meetfish
17215,3,Average customer
17216,4,Karens junior
17219,0,Green screen
17220,4,Karens junior
17221,8,
17222,7,Meetfish
17223,4,Karens junior
17224,5,Large Families
17225,0,Green screen
17226,1,Promotion seeker
17228,0,Green screen
17230,4,Karens junior
17231,6,Clean and green
17232,3,Average customer
17233,1,Promotion seeker
17234,2,Karens
17235,2,Karens
17236,0,Green screen
17238,1,Promotion seeker
17239,0,Green screen
17240,4,Karens junior
17241,2,Karens
17242,1,Promotion seeker
17243,7,Meetfish
17244,3,Average customer
17245,2,Karens
17246,5,Large Families
17247,1,Promotion seeker
17248,5,Large Families
17250,2,Karens
17253,6,Clean and green
17254,4,Karens junior
17256,0,Green screen
17257,4,Karens junior
17258,6,Clean and green
17259,3,Average customer
17260,7,Meetfish
17261,7,Meetfish
17262,5,Large Families
17264,4,Karens junior
17265,4,Karens junior
17266,1,Promotion seeker
17267,1,Promotion seeker
17268,2,Karens
17269,1,Promotion seeker
17270,0,Green screen
17271,0,Green screen
17272,0,Green screen
17273,4,Karens junior
17275,0,Green screen
17277,4,Karens junior
17278,5,Large Families
17279,0,Green screen
17280,0,Green screen
17281,2,Karens
17282,2,Karens
17283,2,Karens
17284,0,Green screen
17286,6,Clean and green
17287,4,Karens junior
17288,6,Clean and green
17289,3,Average customer
17290,6,Clean and green
17291,2,Karens
17292,2,Karens
17294,0,Green screen
17295,4,Karens junior
17296,2,Karens
17297,5,Large Families
17298,7,Meetfish
17300,3,Average customer
17301,3,Average customer
17302,5,Large Families
17303,5,Large Families
17304,6,Clean and green
17305,8,
17306,7,Meetfish
17307,8,
17308,0,Green screen
17309,5,Large Families
17311,8,
17312,4,Karens junior
17313,4,Karens junior
17314,0,Green screen
17315,1,Promotion seeker
17316,6,Clean and green
17317,3,Average customer
17318,0,Green screen
17319,7,Meetfish
17321,5,Large Families
17322,2,Karens
17325,5,Large Families
17326,7,Meetfish
17327,5,Large Families
17328,4,Karens junior
17329,4,Karens junior
17330,0,Green screen
17332,7,Meetfish
17333,7,Meetfish
17334,0,Green screen
17335,1,Promotion seeker
17336,3,Average customer
17339,4,Karens junior
17340,5,Large Families
17341,8,
17342,1,Promotion seeker
17343,4,Karens junior
17344,7,Meetfish
17345,0,Green screen
17346,3,Average customer
17347,1,Promotion seeker
17348,3,Average customer
17350,5,Large Families
17352,0,Green screen
17353,4,Karens junior
17354,3,Average customer
17355,1,Promotion seeker
17356,7,Meetfish
17357,4,Karens junior
17358,7,Meetfish
17359,4,Karens junior
17360,5,Large Families
17361,0,Green screen
17362,3,Average customer
17363,3,Average customer
17365,0,Green screen
17366,3,Average customer
17367,2,Karens
17369,8,
17371,0,Green screen
17372,1,Promotion seeker
17374,2,Karens
17375,6,Clean and green
17377,0,Green screen
17378,4,Karens junior
17379,6,Clean and green
17380,7,Meetfish
17382,4,Karens junior
17383,2,Karens
17385,1,Promotion seeker
17387,5,Large Families
17388,0,Green screen
17390,4,Karens junior
17391,3,Average customer
17392,4,Karens junior
17395,4,Karens junior
17397,2,Karens
17398,2,Karens
17399,3,Average customer
17400,5,Large Families
17401,8,
17402,3,Average customer
17403,7,Meetfish
17405,7,Meetfish
17406,0,Green screen
17407,4,Karens junior
17408,1,Promotion seeker
17409,6,Clean and green
17410,1,Promotion seeker
17411,5,Large Families
17413,0,Green screen
17415,8,
17416,0,Green screen
17417,7,Meetfish
17418,1,Promotion seeker
17420,2,Karens
17421,4,Karens junior
17422,3,Average customer
17423,3,Average customer
17424,3,Average customer
17425,0,Green screen
17426,1,Promotion seeker
17427,7,Meetfish
17428,4,Karens junior
17429,5,Large Families
17430,6,Clean and green
17432,6,Clean and green
17434,0,Green screen
17435,6,Clean and green
17436,4,Karens junior
17437,0,Green screen
17438,0,Green screen
17439,3,Average customer
17440,4,Karens junior
17441,6,Clean and green
17442,5,Large Families
17443,0,Green screen
17446,0,Green screen
17447,0,Green screen
17448,1,Promotion seeker
17449,1,Promotion seeker
17450,6,Clean and green
17451,7,Meetfish
17452,0,Green screen
17453,0,Green screen
17454,4,Karens junior
17456,3,Average customer
17458,6,Clean and green
17460,5,Large Families
17461,6,Clean and green
17462,0,Green screen
17463,4,Karens junior
17464,0,Green screen
17466,6,Clean and green
17467,0,Green screen
17468,7,Meetfish
17469,0,Green screen
17470,3,Average customer
17471,4,Karens junior
17472,3,Average customer
17473,7,Meetfish
17474,4,Karens junior
17475,3,Average customer
17476,7,Meetfish
17477,1,Promotion seeker
17478,0,Green screen
17479,7,Meetfish
17480,6,Clean and green
17481,5,Large Families
17482,2,Karens
17483,5,Large Families
17484,8,
17485,6,Clean and green
17486,2,Karens
17487,0,Green screen
17488,8,
17489,2,Karens
17490,2,Karens
17491,0,Green screen
17492,4,Karens junior
17494,0,Green screen
17496,3,Average customer
17497,4,Karens junior
17498,7,Meetfish
17499,4,Karens junior
17500,1,Promotion seeker
17501,4,Karens junior
17502,6,Clean and green
17503,8,
17504,0,Green screen
17505,3,Average customer
17507,4,Karens junior
17508,5,Large Families
17509,7,Meetfish
17510,1,Promotion seeker
17512,5,Large Families
17514,2,Karens
17517,7,Meetfish
17518,3,Average customer
17519,2,Karens
17520,5,Large Families
17521,2,Karens
17523,8,
17524,0,Green screen
17525,0,Green screen
17527,1,Promotion seeker
17528,8,
17529,6,Clean and green
17530,6,Clean and green
17531,5,Large Families
17532,1,Promotion seeker
17533,2,Karens
17535,2,Karens
17536,7,Meetfish
17537,5,Large Families
17538,1,Promotion seeker
17540,2,Karens
17541,0,Green screen
17542,4,Karens junior
17543,7,Meetfish
17546,5,Large Families
17547,1,Promotion seeker
17548,5,Large Families
17549,4,Karens junior
17550,0,Green screen
17551,0,Green screen
17552,7,Meetfish
17553,4,Karens junior
17554,0,Green screen
17555,4,Karens junior
17556,2,Karens
17557,8,
17558,7,Meetfish
17560,0,Green screen
17561,2,Karens
17562,1,Promotion seeker
17563,1,Promotion seeker
17564,3,Average customer
17565,7,Meetfish
17566,0,Green screen
17567,1,Promotion seeker
17568,6,Clean and green
17570,6,Clean and green
17571,3,Average customer
17572,4,Karens junior
17573,7,Meetfish
17574,0,Green screen
17575,7,Meetfish
17577,4,Karens junior
17578,5,Large Families
17579,2,Karens
17580,2,Karens
17582,1,Promotion seeker
17583,5,Large Families
17584,2,Karens
17586,5,Large Families
17587,1,Promotion seeker
17588,4,Karens junior
17589,2,Karens
17590,7,Meetfish
17591,7,Meetfish
17592,1,Promotion seeker
17594,1,Promotion seeker
17595,5,Large Families
17596,0,Green screen
17597,0,Green screen
17598,4,Karens junior
17599,2,Karens
17600,2,Karens
17601,2,Karens
17602,1,Promotion seeker
17603,0,Green screen
17604,3,Average customer
17605,3,Average customer
17606,2,Karens
17607,4,Karens junior
17609,3,Average customer
17610,1,Promotion seeker
17611,7,Meetfish
17612,0,Green screen
17613,7,Meetfish
17614,2,Karens
17615,5,Large Families
17617,2,Karens
17618,7,Meetfish
17619,7,Meetfish
17620,8,
17621,4,Karens junior
17623,0,Green screen
17624,0,Green screen
17625,6,Clean and green
17627,4,Karens junior
17628,5,Large Families
17629,6,Clean and green
17630,0,Green screen
17631,8,
17632,3,Average customer
17633,0,Green screen
17634,0,Green screen
17635,0,Green screen
17636,4,Karens junior
17637,5,Large Families
17640,0,Green screen
17641,7,Meetfish
17642,2,Karens
17643,8,
17644,0,Green screen
17645,2,Karens
17646,0,Green screen
17647,6,Clean and green
17648,0,Green screen
17649,5,Large Families
17651,2,Karens
17653,5,Large Families
17654,4,Karens junior
17655,1,Promotion seeker
17656,3,Average customer
17657,5,Large Families
17658,3,Average customer
17659,4,Karens junior
17660,8,
17661,4,Karens junior
17663,6,Clean and green
17664,4,Karens junior
17666,1,Promotion seeker
17667,5,Large Families
17668,0,Green screen
17669,4,Karens junior
17670,0,Green screen
17671,0,Green screen
17672,2,Karens
17673,6,Clean and green
17674,1,Promotion seeker
17676,7,Meetfish
17677,2,Karens
17678,5,Large Families
17679,7,Meetfish
17680,2,Karens
17681,0,Green screen
17682,1,Promotion seeker
17683,0,Green screen
17684,7,Meetfish
17686,4,Karens junior
17688,1,Promotion seeker
17689,6,Clean and green
17690,0,Green screen
17691,7,Meetfish
17693,7,Meetfish
17694,3,Average customer
17695,8,
17697,0,Green screen
17698,7,Meetfish
17699,2,Karens
17700,0,Green screen
17701,3,Average customer
17702,2,Karens
17703,4,Karens junior
17704,5,Large Families
17705,7,Meetfish
17706,1,Promotion seeker
17707,1,Promotion seeker
17708,5,Large Families
17709,0,Green screen
17711,5,Large Families
17712,5,Large Families
17713,4,Karens junior
17714,0,Green screen
17715,1,Promotion seeker
17716,0,Green screen
17718,0,Green screen
17719,7,Meetfish
17720,4,Karens junior
17722,2,Karens
17723,5,Large Families
17724,5,Large Families
17726,0,Green screen
17727,2,Karens
17729,6,Clean and green
17730,0,Green screen
17731,1,Promotion seeker
17732,0,Green screen
17733,6,Clean and green
17734,0,Green screen
17735,6,Clean and green
17736,1,Promotion seeker
17737,8,
17739,1,Promotion seeker
17740,3,Average customer
17741,6,Clean and green
17742,7,Meetfish
17743,3,Average customer
17744,2,Karens
17745,0,Green screen
17747,7,Meetfish
17749,6,Clean and green
17750,0,Green screen
17751,0,Green screen
17752,8,
17753,2,Karens
17754,3,Average customer
17755,5,Large Families
17756,6,Clean and green
17757,4,Karens junior
17758,4,Karens junior
17759,7,Meetfish
17761,2,Karens
17762,4,Karens junior
17763,7,Meetfish
17764,5,Large Families
17766,3,Average customer
17767,6,Clean and green
17769,6,Clean and green
17771,0,Green screen
17773,3,Average customer
17775,0,Green screen
17777,0,Green screen
17778,8,
17779,7,Meetfish
17780,3,Average customer
17781,1,Promotion seeker
17782,2,Karens
17783,7,Meetfish
17784,5,Large Families
17785,4,Karens junior
17788,0,Green screen
17789,1,Promotion seeker
17790,0,Green screen
17791,7,Meetfish
17792,0,Green screen
17793,4,Karens junior
17794,4,Karens junior
17795,4,Karens junior
17796,4,Karens junior
17798,7,Meetfish
17799,4,Karens junior
17800,6,Clean and green
17801,6,Clean and green
17802,1,Promotion seeker
17803,5,Large Families
17804,5,Large Families
17805,6,Clean and green
17806,5,Large Families
17807,8,
17808,2,Karens
17809,0,Green screen
17810,7,Meetfish
17811,5,Large Families
17812,7,Meetfish
17813,0,Green screen
17815,5,Large Families
17816,3,Average customer
17818,5,Large Families
17819,1,Promotion seeker
17820,5,Large Families
17821,0,Green screen
17822,2,Karens
17824,7,Meetfish
17825,6,Clean and green
17826,5,Large Families
17827,5,Large Families
17828,8,
17829,5,Large Families
17830,5,Large Families
17832,2,Karens
17833,7,Meetfish
17834,2,Karens
17835,5,Large Families
17836,2,Karens
17837,0,Green screen
17838,2,Karens
17839,7,Meetfish
17840,4,Karens junior
17841,2,Karens
17843,2,Karens
17845,4,Karens junior
17846,3,Average customer
17848,0,Green screen
17849,7,Meetfish
17850,5,Large Families
17851,7,Meetfish
17852,5,Large Families
17853,5,Large Families
17854,6,Clean and green
17858,7,Meetfish
17859,6,Clean and green
17860,3,Average customer
17862,0,Green screen
17863,0,Green screen
17865,1,Promotion seeker
17866,1,Promotion seeker
17867,2,Karens
17868,3,Average customer
17869,4,Karens junior
17870,2,Karens
17871,5,Large Families
17873,7,Meetfish
17874,7,Meetfish
17875,2,Karens
17876,4,Karens junior
17877,3,Average customer
17878,1,Promotion seeker
17879,1,Promotion seeker
17880,7,Meetfish
17881,0,Green screen
17882,1,Promotion seeker
17884,0,Green screen
17885,8,
17886,4,Karens junior
17887,4,Karens junior
17888,5,Large Families
17889,5,Large Families
17891,7,Meetfish
17892,2,Karens
17893,6,Clean and green
17894,4,Karens junior
17895,7,Meetfish
17897,1,Promotion seeker
17899,1,Promotion seeker
17900,6,Clean and green
17901,4,Karens junior
17902,3,Average customer
17903,3,Average customer
17904,1,Promotion seeker
17905,2,Karens
17906,0,Green screen
17907,2,Karens
17908,4,Karens junior
17909,7,Meetfish
17910,7,Meetfish
17911,2,Karens
17912,4,Karens junior
17913,0,Green screen
17914,7,Meetfish
17916,0,Green screen
17917,6,Clean and green
17918,6,Clean and green
17919,2,Karens
17920,1,Promotion seeker
17921,5,Large Families
17923,2,Karens
17924,6,Clean and green
17925,4,Karens junior
17926,8,
17927,7,Meetfish
17929,2,Karens
17930,7,Meetfish
17931,7,Meetfish
17933,0,Green screen
17934,0,Green screen
17935,0,Green screen
17937,0,Green screen
17938,4,Karens junior
17940,7,Meetfish
17941,6,Clean and green
17942,5,Large Families
17943,5,Large Families
17944,0,Green screen
17945,4,Karens junior
17946,7,Meetfish
17947,1,Promotion seeker
17949,7,Meetfish
17950,0,Green screen
17951,0,Green screen
17952,7,Meetfish
17953,3,Average customer
17954,0,Green screen
17955,7,Meetfish
17956,3,Average customer
17957,8,
17958,2,Karens
17960,7,Meetfish
17961,6,Clean and green
17962,3,Average customer
17963,4,Karens junior
17964,3,Average customer
17965,4,Karens junior
17966,4,Karens junior
17967,2,Karens
17968,4,Karens junior
17969,0,Green screen
17971,0,Green screen
17972,2,Karens
17974,1,Promotion seeker
17975,5,Large Families
17977,5,Large Families
17978,4,Karens junior
17979,0,Green screen
17980,7,Meetfish
17982,1,Promotion seeker
17984,3,Average customer
17987,3,Average customer
17988,7,Meetfish
17989,1,Promotion seeker
17990,3,Average customer
17993,6,Clean and green
17994,0,Green screen
17995,7,Meetfish
17996,4,Karens junior
17998,8,
18000,2,Karens
18001,6,Clean and green
18002,4,Karens junior
18003,6,Clean and green
18006,3,Average customer
18008,0,Green screen
18009,0,Green screen
18010,2,Karens
18011,4,Karens junior
18013,0,Green screen
18014,8,
18015,0,Green screen
18016,0,Green screen
18017,0,Green screen
18018,2,Karens
18019,0,Green screen
18020,0,Green screen
18022,3,Average customer
18023,5,Large Families
18024,0,Green screen
